id,Time,Comment,Time_owner,Comment_owner,Score
1422,2 months ago,Excellent activity and first class attention!!!,2 months ago,It fills us with satisfaction to know that you had an excellent experience with Cabo Adventures. We would love for you to visit us in the near future and create more unforgettable experiences.,5
1423,4 months ago,"Excellent attention, especially the guide Chicas has a lot of knowledge and makes the Tour enjoyable.",,,5
1424,a month ago,"Affordable prices for nationals and foreigners, friendly attention and excellent service",a month ago,"On behalf of Cabo Adventures and our entire team, thanks again for your preference and we look forward to seeing you soon!",5
1425,5 years ago,"100% recommended, an experience you will not forget!!! The treatment of the excellent staff, they comply with what they offer you in the package. The only thing is that they have very high prices on the photography packages.",,,5
1426,10 months ago,It is a wonderful impressive experience the camels and the view of the sea if you can go do it the cost was 1340 while staying at the treasure a question of looking for prices the tour is short but it is worth the cost of the photos is 480 each,10 months ago,It fills us with satisfaction to know that you had an excellent experience with Cabo Adventures. We would love for you to visit us in the near future and create more unforgettable experiences.,5
1427,2 months ago,Pepe was amazing! Made the visit soMuch fun,,,5
1428,a year ago,"I am happy to have interacted with the dolphins, it is a wonderful experience.",a year ago,"On behalf of Cabo Adventures and our entire team, thanks again for your preference and we look forward to seeing you soon!",4
1429,a year ago,We had a great experience and fun on the Sea of Cortez wildlife and snorkling adventure.  I would definitely recommend this trip. The food and staff were outstanding! We were up blose to sea lions and so many fish.,a year ago,"Thank you for your amazing review and comments, especially regarding the service you received from our team members.We can't wait to see you again and create more fun memories!Hasta Pronto!",5
1430,11 months ago,Great experience with the dolphins would definitely 100 percent come back for dolphins only thing is that the price for pictures brought by rating down because prices are insanely expensive for pictures cheapest package is around 415 us dollars,11 months ago,"On behalf of everyone at Cabo Dolphins, we truly appreciate your kind words and look forward to next time!",4
1431,a year ago,"Myself and 9 others went on a girls trip to Cabo and we are so glad we chose Cabo adventures. We did the Eco farm, camel, and atv excursion and it was an amazing experience. Isha is well versed in how the eco farm worked and Jesus and my guy Polo made us feel welcomed on the Camels, then Davi and the guys made the trip with a cherry on top with the Atv's and shots in the end! Adrian aka Snoop, David, and my guy with the long hair were all hella funny and welcoming. The bartender Pablo made the drinks with love and you can tell he cares about experience, and my admission crew were cool too so s/o Annahi and Ulysses. We came sober and left feeling great! The photo prices is the only thing that I didn't care about but the experience was wonderful!",a year ago,"Thank you for your amazing review and comments, especially regarding the service you received from our team members.We can't wait to see you again and create more fun memories!Hasta Pronto!",5
1432,3 months ago,Adrian with the jet ski rides is the man! We had a blast!,,,5
1433,3 months ago,Isaac was wonderful. My adventure was superb. Highly recommended.,,,5
1434,4 months ago,Was here in 2019 on a Land tour and loved it. Now on a Princess Cruise and still love it.,4 months ago,"On behalf of everyone at Cabo adventures, we truly appreciate your kind words and look forward to next time!",5
1435,3 months ago,Jorge made the trip very educational and super fun. Well worth it.,,,5
1436,a year ago,"Well if they cancel a trip due to weather GOOD LUCK getting your money back. I have requested a refund four times. It has been TWO MONTHS and no refund of our $1000 trip for four. Looks like I will have to call every single day from now on until I get my refund. It's always some run around of your refund is in process...""we just sent an email about that"" or  ""it takes time for the bank to process...check your account in two weeks...a month""...etc etc etc.",a year ago,"Dear Barbara,Our most sincere apologies for the inconvenience this situation may cause you, as you know we have been in touch with you since the beginning trying to find a solution to the delay of your refund and explained what happened. We offered to make a wire transfer directly to your account that could have been completed after 2 or 3 days avoiding this delay but unfortunately you rejected this option. As we explained before, these transactions and procedures do not depend on us, we send all the information to the bank and they are in charge of making the refund, we do not have control of their times of operation.Once again, please accept our most sincere apologies for the inconvenience.",1
1437,3 months ago,"Great equipment, guide, crew and explanations. We really enjoyed it",,,5
1438,a year ago,"I liked the tours, however the photographs that they offer you at the end can be very good or very bad depending on the photographer, I hope they take more care in that, there is a girl with long hair with two white locks who takes beautiful photos, I hope that for the next time they have improved that.

What I liked the most was the snorkeling tour.

By the way, in the sunset it indicated a glass of champagne and it was not like that, for the rest, everyone was very kind.",a year ago,"Thank you for your comments regarding your experience with us. We are delighted to read that you enjoyed your activities and we will share your comments with our team members. We also appreciate that you mention the areas of opportunity that you found during your visit; we will consider them in the future.

On behalf of our entire team, thank you again for your preference and we look forward to seeing you soon!",3
1439,2 months ago,Bic was the best guide ever and the ATV ride was awesome!,,,5
1440,2 months ago,GREAT EXPERIENCE!!!!! Mario & Richard showed us an amazing time!!!! Will be back soon,2 months ago,"Dear Shadaja,Thank you for your amazing review and comments, especially regarding the service you received from our team members.We can't wait to see you again and create more fun memories!Hasta Pronto!",5
1441,2 years ago,Thank you Razz and thank you Cabo Adventures for one of the best experiences ever! We went on a Whale Shark tour with Razz. I have traveled quite a bit and done plenty of tours before and Razz is easily the best guide ever! He is very friendly and highly knowledgeable about marine life and the environment. He took time to teach us a few tricks and tips that made our experience even better! He has a deep respect for the environment and it really shows. He even spotted a pod of whales and several other things that most people may not notice. He took time to explain in detail about Cabo and the marine life. He made it so much fun and educated us in the process! Thank you Cabo Adventures and thank you Razz for an unforgettable experience! The whale shark tour is an amazing experience with these magnificent and peaceful animals that you wont forget.Enjoy!,2 years ago,Thank you for taking the time to write about your experience at Cabo Adventures! We are delighted to read you had a wonderful time with us. Our team takes service very seriously and it is highly gratifying to read we achieved our ultimate goal of providing an exceptional experience for you and your family.We certainly hope to welcome you back in the near future. Until next time!,5
1442,a year ago,"Our family swam with the dolphins in San Jose. Our guide, Paola, was amazing and made our experience with the dolphin (Gustavo) one that we will never forget. We learned so much from Paola and had such a wonderful experience. Highly recommend if you are in Cabo!",a year ago,"We truly appreciate your review!It’s great to know you had such a wonderful experience with Cabo Adventures. On behalf of everyone in our team, thank you for your preference and see you soon!Sincerely,",5
1443,a year ago,"We went on an excursion with Carnival cruises to Cabo Adventures for the Aqua trio , paddle board , kayak , and snorkeling with a scooter . It was incredible . We saw whales and dolphins on the way . When we got there , my daughter was scared of the water and panicking . The captain was so incredible in getting her to ease her fears and went above and beyond what was necessary . It was truly appreciated . The captain was Miguel I think , and the guide was Emilio , He was incredible too , the way he shared his love for the ocean is contagious . Thank you for the great adventure, we will definitely be back .",a year ago,"Thank you for sharing your experience at Cabo Adventures!We are glad you loved it and look forward to welcoming you on a future adventure, during your next visit to Los Cabos.Warm regards",5
1444,a year ago,"Fun lively and informative guides. Michelle, lifetime whale shark lover, and Cesar -a.k.a Clark Kent- drove us from Cabo San Lucas to La Paz and back for an amazing experience swimming with whale sharks. We had the best time! Our shark guide Mario and his boat driver Jorge were the best; giving us thorough explanations of each part of the journey and a little background on La Paz as well. We all got 3 dives in and some wonderful pictures and videos. Thanks Cabo Adventures for such a wonderful and memorable time!",a year ago,"We truly appreciate your review!It’s great to know you had such a wonderful experience with Cabo Adventures. On behalf of everyone in our team, thank you for your preference and see you soon!Sincerely,",5
1445,a year ago,"We took the sunset cruise on a catamaran with about 18 other people.  The boat was fairly large which left a lot of room to move around.  They went slowly at first and gave you plenty of time to take pictures. After a while they picked up speed and we got to see the coast line.  After a bit,  they turned around and headed back ànd then turned back for a  beautiful sunset.  On the way back they turned off the motor and raised the jib sail and sailed back to the harbor. As we approached the harbor they dropped the sail and motored in and parked. The only down fall was the snack  and the fact that once you left the boat  you were on your own to find the shuttle bus.  The snack problem was a lot of the items was they were too dry. But I do recommend the tour.",a year ago,"Thank you for your comments regarding your experience with us. We are happy to read you had a good time and will pass along your comments to our team members. We also appreciate you mentioned the opportunity areas you encountered during your visit; we will consider them in the future.

We look forward to welcoming you back in the near future.",5
1446,a year ago,"The half day luxury ride on Sailboat #11 was fantastic, and made even better by the excellent crew of Marcos, Manuel, and Sara. Fabulous food, new friends, and many whales to watch. Thanks for beautiful memories and photos taken by Sara.",a year ago,"Thank you for your amazing review and comments, especially regarding the service you received from our team members.

We can't wait to see you again and create more fun memories!

Hasta Pronto!",5
1447,2 years ago,"Our experience with them was great. We chose to go on the luxury sailing tour. We went on a 4-Hour tour down the Cabo coast. We ended up at a beautiful cove where we snorkeled and paddle boarded. Then we went further out to sea experiencing some open ocean. We got a wonderful snack and a wonderful lunch including alcoholic beverages.  Erick, Charlie, and Lily were all wonderful. Highly recommended",2 years ago,"Hello Calvin,Thank you for having taken the time to post your wonderful review of Cabo Adventures and sharing how much you enjoyed our Luxury Day Sailing adventure. We were truly honored to read that everything you experienced was great, including your time with our team members.All of us here at Cabo Adventures look forward to welcoming you back soon.",5
1448,9 months ago,Loved it. We did Atv's we had a blast. Beautiful 360 degree view's. Staff is amazing. 5 star's all the way.,9 months ago,"We are glad you loved your ATV Desert Adventure and look forward to welcoming you on a future adventure, during your next visit to Los Cabos.",5
1449,6 months ago,"The experience with the weekend is beautiful, only the prices of the photos are somewhat expensive",6 months ago,"Thank you very much for your comments, we are pleased to know that you had a good experience in the interactive program with dolphins.

We hope to see you soon!",4
1450,3 months ago,"Very cool experiences, special mention in the dolphins to the guide Lalo, excellent !!!",,,5
1451,3 months ago,"Excellent service from the crew of Jerry, Jorge, Vianey and Carlo, highlighting Jerry's excellent service as a guide, 100% recommended",,,5
1452,2 years ago,"Good attitude of the staff, they care so that you enjoy the adventure. Food and drinks comply according to price.",2 years ago,"On behalf of Cabo Adventures and our entire team, thank you again for your preference and we look forward to seeing you soon!",5
1453,3 months ago,We didn't have a great time with Richard Noriega. Very good guide and gives a good atmosphere,,,5
1454,4 months ago,"A very beautiful place, for everyone's taste. Variety of activities for everyone. I am amazed at everything.",4 months ago,"Thank you for taking the time to write such a wonderful review about Cabo Adventures. We are delighted to read you enjoyed your adventure and appreciate your comments regarding our service.

We look forward to welcoming you back in the near future and creating more unforgettable memories together.",5
1455,a year ago,"I had an amazing time swimming with dolphins with this company! Our dolphin's name was Naikah and he truly was a delight to meet! He was well trained, did tricks and gave us a ride on his back. Angel and Brenda were our guides and made sure we had a fantastic experience.",a year ago,"Thank you for your raving review!We are thrilled to read you enjoyed every moment of the dolphin experience, and that the team service and performance was so fantastic! It would be an absolute pleasure to have you back!Many thanks for your visit and warm regards from the Cabo Dolphins team!Sincerely,",5
1456,2 months ago,Jorge was excellent! What a fun day! Cabo Arch and Camela,,,5
1457,a year ago,"This was such a fantastic first encounter with dolphins!!! Angel, the instructor was the best! Super friendly, chill and he really has a great connection with Nakai the dolphin that we had the  privilege to interact with!! My toddler really enjoyed meeting Nakai, it was his first time and he was so comfortable with him… thanks to Angel for this amazing service! 💯% recommended!",a year ago,Thank you for taking the time to write about your experience at Cabo Dolphins! We are delighted to read you had a wonderful time with us. Our team takes service very seriously and it is highly gratifying to read we achieved our ultimate goal of providing an exceptional experience for you and your family.,5
1458,a month ago,Razz arejelo and Daniel are amazing!! We can’t wait to come back,,,5
1459,7 months ago,The experience was nice but they would not let us take photos then tried to charge $400 for the photos.  Ruined the entire experience.  I would not recommend.,,,2
1460,2 years ago,"Super fun, the outdoor adventure, lots of fun, super attentive staff. Worth every penny. We had an amazing time! Highly recommended!",,,5
1461,2 months ago,Pretty darn amazeballz camel ride and the whole she bang❤️❤️❤️,,,5
1462,2 years ago,Fantastic group. DeeAnn is an amazing person.  A fantastic Dive master.  She is the only reason I'll ever came back to Cabo.,,,5
1463,10 months ago,"We did a Zip-lining Tour today with Cabo Adventures and had a wonderful time. Joel, Jonatan,Mago, Artro, Carlos and Abraham were all professionals and wonderful to our family. They explain each instruction well and was very patient with the children. There were fear and hesitation as the Zip-line got higher and faster however the team made jokes to make the children laugh and gave them the confidence they needed. Thank you again Team Cabo!",10 months ago,"Thank you for your amazing review and comments, especially regarding the service you received from our team members.All of us at Cabo Adventures look forward to welcoming you back in the near future and creating more fun memories. Hasta pronto!",5
1464,11 months ago,"Paola and Tlatoani are absolutely amazing, loving experience, great love for the animals, clean and safe with awesome customer service! I HIGHLY recommend!They supply towels, and lockers.",11 months ago,"Thank you for your amazing review and comments, especially regarding the service you received from our team members.We can't wait to see you again and create more fun memories!Hasta Pronto!",5
1465,3 months ago,Wonderful experience from start to finish. Chicas was the best guide!,,,5
1466,2 months ago,We thoroughly enjoyed our experience!!  Everything was amazing!!,2 months ago,"It’s great to know you had such a wonderful experience with Cabo Adventures. On behalf of everyone in our team, thank you for your preference and see you soon!",5
1467,a year ago,"My family and I went on two separate tours through Cabo Adventures. The first, reef snorkeling and a lunch cruise, the second, a sunset dinner sail cruise. On both tours the workers were SO FRIENDLY and absolutely professional without being TOO serious. The food we were served was customized to our individual diets, which I think really really helped my stomach ulcer. The gift shop was clean and set up nicely, as well as the photo lobby. Overall, I'm very glad we didn't tour with any other company!!",a year ago,"Thank you for your amazing review and comments, especially regarding the service you received from our team members.All of us at Cabo Adventures look forward to welcoming you back in the near future and creating more fun memories. Hasta pronto!",5
1468,3 months ago,Luxury wale watchingAmazing amazing amazingSaw many fishies and had a great time,,,5
1469,a year ago,"Talk about a company that chooses profit over people. We had 3 activities scheduled with them (Parasailing, Dolphins, and a Sunset Cruise).The parasailing was great, it was short and sweet. We didn't need to be up in the sky for that long anyway so it was nice. They offered to take pictures with our phones and also stopped by the Arch since we had some extra time to get a close up view of it and take some more pictures as well. Transportation was quick and prompt.Unfortunately the Dolphin encounter seemed like a setup to take your money. No phones or cameras were allowed. We arrived, same like we did for the parasailing. The experience with the dolphin was great and they seemed like they were well taken care of. Even the instructor was awesome as well. The biggest downfall there was how much they wanted to charge you for the pictures. The lowest price started at $150 (bear in mind they do not allow you to choose individual photos either) they force you purchase all of the photos and videos, which either forces you to buy it all or go home empty handed. It was disaster leaving the photo center. So many people felt like they were being robbed for the photo prices that even some of the people we're leaving in tears because of the memories they weren't going to be able to take home with them. It just felt wrong on so many levels. They have the sense of knowing that not many will be able to have such a special moment again with animal like that so they feel they can charge you extortion prices. Unfortunately my fiancé and I will never be able to share those memories again or just to look at. (Just something to bear in mind before you make the decision to go here)Our last activity with them was the Sunset Sailing Cruise. There was a storm that was coming on Sunday, our tour was on Saturday evening. They didn't even bother to call or let us know that they hand cancelled the activity on us. We ended up waiting about an half hour before we were told that it was cancelled after we called. So now we don't even get the chance to experience our biggest activity that we were looking forward to the most..Now we wait to see if we even get our refund back...Thank you Cabo Adventures.",a year ago,"Dear Justin Linares,Thank you for taking the time to write about your experience with us, we appreciate your feedback. We are glad to read you enjoyed your activity and appreciate your comments regarding our service.Regarding the cost of the pictures, we stand behind our rates, as the staff that captures, processes, and sells them is highly qualified and delivered with professional quality.Feel free to contact us with any further questions or concerns at info@cabo-adventures.com",1
1470,3 months ago,"Something good, the partner Jorge explains very well, very nice place ",,,5
1471,a year ago,"We did the zip line excursion. It was an 80-minute drive from the docks in an air-conditioned van to the destination. Pet peeves #1 - sign in the van asking for tips. We paid almost $500 for our family group of six to do this excursion and now you want us to pay the driver separately?!Pet peeve #2 - they do not allow any cameras, including cell phones, so that they can take the only photos of your trip and try to charge you $200+ at the end for the photos! Sheesh!! Also at the end they are asking for more tips for all of the tour guides. I hate that! Those things knocked off two stars from my rating.The zip-line experience itself was fantastic!The ""snack"" at the end (hand made tortillas, salsa, guacamole, potatoes, chilis, salad, etc.) was fantastic! The guides were fantastic (up until asking for tips).Charge more and pay the workers more if that will allow you to stop trying to gouge the guests more later. You will get better reviews.",a year ago,"Thank you for taking the time to share your experience with us, especially regarding the service you received from our team members.If you consider that our team did a good job and you think they deserve a tip, it will be very appreciated but it is not mandatory.As you mentioned, cameras and cell phones are not allowed, the safety of our guests and staff is our main priority and we need their complete attention and hands free to hold onto the security lines. Our photographers are highly qualified and have to be connected to different lines to capture the best moments of your adventure, which is not an easy job, for this reason we stand behind our rates, as the staff that captures, processes, and sells them is highly qualified and delivered with professional quality.This being said, we appreciate you bringing this to our attention. Feel free to contact us with any further questions or concerns at info@cabo-adventures.com",3
1472,a week ago,Really good experience with isha she’s really nice,,,5
1473,6 months ago,The whale watching tour was definitely worth it. The tour guide was funny and professional. Recommend it!,6 months ago,"Thank you for your amazing review and comments, especially regarding the service you received from our team members.All of us at Cabo Adventures look forward to welcoming you back in the near future and creating more unforgettable memories together.",5
1474,a year ago,The dolphin signature swim was absolutely phenomenal! Raul (trainer) and Kalia (dolphin) are the perfect duo. Wo was very informative and patient when it came to my seven—year-olds million questions. Definitely a experience that is unforgettable!,a year ago,"We truly appreciate your review!It’s great to know you had such a wonderful experience with Cabo Dolphins. On behalf of everyone in our team, thank you for your preference and see you soon!Sincerely,",5
1475,3 years ago,"My husband and I did the snorkeling with whale sharks excursion on Christmas Day.  I cannot recommend this tour enough.  Everything ran smoothly and all of the guides were amazing.  Oliver explained all about the conservancy and about the sharks and let us know what to expect.  Our guide, Erik, made sure we all had a good time and gave special attention to some passengers who had more trouble in the water.  He also took fantastic photos and video.The only thing to keep in mind is that this tour is closer to 12 hours than 8 as you have to factor in transportation from your hotel to the dolphin center in the morning.  The return can be pretty late depending on how much time you spend in the water.  Take snacks and be patient and it'll be an unforgettable day!",,,5
1476,3 years ago,Words can not do justice to having a close encounter with a dolphin.  I had an exceptional visit with these amazing creatures and for others who respect the experience I would highly recommend doing it too.  The trainer was very kind and helpful.  The facility was lovely.  It was well worth the money.  In fact spend your tourist dollars at places like this.  The behind the scenes conservation and education work that zoos and aquariums do is only possible when people support them financially!,,,5
1477,3 months ago,Rochard Noriega super good offroad guide!! Super recommended !!!,,,5
1478,2 months ago,Isaac is the best guide! The bike tour was spectacular,,,5
1479,3 months ago,"The best tour with the Chinese!! Highly recommended the experience
Chinese the most handsome ",,,5
1480,a week ago,We had the best time on the jet skis.,,,5
1481,2 months ago,Super nice and excellent GUIDE Jorge we had an excellent experience,2 months ago,"It fills us with joy to know that you had a good experience and that our work team took very good care of you. We hope to see you again soon.
Thank you very much for your kind comment!",5
1482,3 months ago,"Excellent place, attention, service, quality, as well as the guide. Kudos for maintaining that attitude and service.",,,5
1483,5 months ago,"The guide Tito and the captain of the yacht, Charlie, made our experience incredible, I would recommend the service with you a thousand times!",5 months ago,"It was a real pleasure serving you and sharing the natural wonders of the Baja with you.

On behalf of our entire team at Cabo Adventures, thank you again for your preference!",5
1484,6 months ago,"Good experience, but they don't let you take photos and they give it super expensive, they don't give options at least 5 thousand per photo package.",6 months ago,"On behalf of our entire team at Cabo Adventures, thank you again for your preference and we look forward to seeing you again soon!",5
1485,a year ago,Tourist trap. Waste of time and money. Not worth the effort.  Camel ride was maybe 10 min. Outback adventure was a short trail through the garden (maybe 5 minute walk). Food and service was not good. 4x4 ride was a short ride back to the entrance.  Took longer to get in the truck than what the ride lasted. I would not recommend.  Wish I had spent my money and time any place else,a year ago,"Dear B HeathThank you for taking the time to write about your experience, we are surprised to read your comments about our service and the duration of the activities you mentioned. Our camel ride lasts about 25 minutes, starting from the platform where you mount the camel, through the desert, onto the beach and back the same way, this is the ideal time for a camel ride for your own comfort and care of our camels and before that, the guides give a little explanation about the camels and there is a photo session, and all this time lasts about 1 hour,  and our nature walk is designed to teach our guests about Baja´s flora and fauna, on the Cabo region there around 4,000 types of plants and many of them are endemic and do not exist anywhere else, we regret that you didn´t enjoy this cultural and informative experience while you walked towards to the restaurant.We understand that our guests have different expectations, we welcome all comments since they help us learn and improve, so please rest assured your valuable feedback has been taken into consideration.Feel free to contact us with any further questions or concerns at info@cabo-adventures.com",1
1486,a year ago,I booked a Dolphin encounter for my 4 year old son and myself. It was a dream of mine since I was little and I was beyond impressed. It was everything I ever dreamt of and more! Trainer David and his dolphin Kalea made this experience top notch. HIGHLY RECOMMEND!!,a year ago,"Hi Kristina,We are beyond happy to read about you and your family’s experience!It’s absolutely rewarding to know yo and your kid had such a great time, there is nothing more important than our guest's satisfaction, so many thanks for sharing how amazing your adventure was!Many thanks for your visit and warm regards from the Cabo Dolphins team!Sincerely,",5
1487,a year ago,"My husband and I had such an awesome experience on the whale shark tour. We had ~15 sightings!This is a full-day activity starting at ~6:30am until around 6:30pm, so we really appreciated the energy and enthusiasm that our tour guides, Michelle & David brought to the overall experience (and thank you Alejandro for being our fearless driver). Both Michelle & David were very attentive to everyone's needs throughout the tour by making sure that we were properly fed, and had enough towels and water. We also loved the additional 30-minute stop in Todos Santos on the way back to break up the drive, which allowed us to check out Hotel California and grab some ice cream.Things to expect: 5-hour round-trip to La Paz for the dive. ~ 3 hours on the boat with an intimate group with opportunity for multiple entries to swim with the whale sharks. Tour guide will be filming with a GoPro, which you can purchase all of the videos & pictures for USD 50 in the end.  Bring a light jacket and cap as it gets windy on the speed boat and bio-degradable sunscreen to protect the waters. Lunch of three fish tacos & condiments, beans, rice and hibiscus water (vegetarian options available). Open heart to meet new friends!",a year ago,Thank you for taking the time to write about your experience at Cabo Adventures! We are delighted to read you had a wonderful time with us. Our team takes service very seriously and it is highly gratifying to read we achieved our ultimate goal of providing an exceptional experience for you and your family.We certainly hope to welcome you back in the near future. Until next time!,5
1488,5 years ago,"We had the most amazing experience! We took the catamaran tour. There were something like 30 of us in our group. Our captain was cordial and funny. They took great care of us and made sure we were safe. The staff on the boat were awesome. The drinks were flowing very freely and they made us some great food as well. There is a photographer on the boat taking pictures the whole time. Group, singular and couples shots. You can purchase the package when you get back inland. Or wait a month or so and barter the price with them. 😏 Either way she was fantastic. The whole experience is one you'll remember. I highly recommend them.",,,5
1489,2 months ago,One of the best jet ski experiences I’ve had,2 months ago,"We truly appreciate your review!It’s great to know you had such a wonderful experience with Cabo Adventures. On behalf of everyone in our team, thank you for your preference and see you soon!Sincerely,",5
1490,a year ago,Dolphin experience was wonderful! But we were so disappointed that the price of the photos was soooo expensive. We have zero photo memories because we didn’t pay $300 for the pictures package that was the cheapest! We had already spent $600 on the 30 minute swim to the pay another $300 for our pictures was really upsetting. Even a package of 1 or 3 pictures for $75 would be ok but that was not offered. My kiddos were so sad we didn’t get the pictures and it topped off the end of the experience with a sour note.,a year ago,"Thank you for taking the time to share your honest experience with us. We are glad to read this educational and interactive session with our dolphin and marine mammal specialist was a fun experience for you.Our prices are competitive with other internationally recognized, 5-star dolphinariums similar to our facilities. The money from the swims & photos covers for the care, maintenance, and enrichment for our dolphin family. Furthermore, the profit made from the pictures allows us to do research on marine mammals, and efforts related to rescue, rehabilitation, and release of marine animals in need.The pricing of each package consists of the number of people in the group, the program in which you participate, and the type of package. If you should not wish to purchase the picture package, we do have an observation area where, at a safe distance, you can take pictures and observe the encounters taking place.Thank you again for your time and visit. We hope to welcome you back in the near future.",3
1491,a month ago,PePe is awesome! Great sense of humor and excellent guide!!,a month ago,"On behalf of everyone at Cabo Adventures, we truly appreciate your kind words and look forward to next time!",5
1492,a year ago,"My first time with the dolphins was absolutelyamazing! I definitely recommend anyone looking to swim with dolphins in the area to come here! Paola gave us a great experience here, so look out for her too :))",a year ago,"We truly appreciate your comments.It’s nice to know the service provided during your dolphin program was friendly and attentive. As a company, we welcome all comments since they help us learn and improve.Best regards,",5
1493,2 years ago,Even though we went on a sunset cruise without the sun it was spectacular. To be on the ocean watching the whales frolic about was amazing. The crew treated us like family and made sure everything was taken care of including our safely. The food and drinks were included but make sure they are tipped well. They deserve it.,2 years ago,"Hello Greg,

Thank you for taking the time to write about your experience at Cabo Adventures. We are delighted to read you had a wonderful time with us. Our team takes service very seriously and it is highly gratifying to read we achieved our ultimate goal of providing an exceptional experience for you and your family.

We certainly hope to welcome you back in the near future. Until next time!",5
1494,8 months ago,Had a great excursion doing the arch and jet ski. Friendly and professional staff. Quality equipment and good quesadillas after.,8 months ago,"Thank you for taking the time to write about your experience at Cabo Adventures. We are delighted to read you enjoyed your adventure and appreciate your comments regarding our service.

We look forward to welcoming you back in the near future and creating more unforgettable memories together.",5
1495,2 months ago,"All excellent service, very good treatment from Jorge, very pleasant and highly recommended",,,5
1496,a year ago,"The place is beautiful, the service excellent, I would definitely return as many times as I could",a year ago,"Thank you very much for your recommendation! If there is anything else we can help you with, please contact us at info@cabo-adventures.com",5
1497,2 years ago,"I really liked the activities I did, there were 3 activities, but I give them 4 stars because in each activity I had to pay for the photos and for me it was a lot of money... they should put together packages when you take more than 2 activities",2 years ago,"We appreciate the gesture of sharing your comments about your experience with us at Cabo Adventures.

The photography service is optional and this is for each activity, we support our rates, since the personnel that captures, processes and sells them is highly qualified and is delivered with professional quality.

That being said, we appreciate your comments. If there is anything else we can help you with, please contact us at info@cabo-adventures.com.",4
1498,6 months ago,"Cabo Adventures is the best, my family and I feel safe at all times, in fact it is our second vacation in Cabo and again with Cabo Adventures, in whale season you will not regret it�!!!",6 months ago,"It was a real pleasure serving you and sharing the natural wonders of the Baja with you. Bill will be happy to know that his effort is recognized.

On behalf of our entire team at Cabo Adventures, thank you again for your preference and we look forward to seeing you again soon!",5
1499,2 years ago,We had swimming with dolphins experience. The experience itself was amazing and the trainer we had was fantastic! My kid absolutely loved it and wants to come back! We were a little disappointed at the prices of the pictures and videos. It was  $300 to buy pictures and videos. I guess I couldn’t make sense of paying more for the pictures than for experience itself which was $200.,2 years ago,"Thank you for taking the time to share your honest experience with us at Cabo Dolphins. We are glad to read this educational and interactive session with our dolphin and marine mammal specialist was a fun experience for you and your family.Our prices are competitive with other internationally recognized, 5-star dolphinariums similar to our facilities. The money from the swims & photos not only covers for the care, maintenance, and enrichment for our dolphin family but also allows us to provide you with well-trained, professional photographers and the best underwater equipment to capture that once-in-a-lifetime moment.Please feel free to contact us with any further questions or concerns at info@cabo-adventures.com",4
1500,2 months ago,Always a consistently good experience.  Used this company for years.,,,5
1501,3 years ago,I took the whale watching excursion. It was great albeit a bit frustrating as there was very little whale activity until the end when  we started heading in. Still highly recommend!,,,5
1502,6 months ago,So much fun! Make sure to get the insurance. Best 40 bucks I ever spent.,6 months ago,"On behalf of everyone at Cabo Adventures, we truly appreciate your kind words and look forward to next time!
Warm regards",5
1503,a year ago,"Was absolutely amazing, well worth it.  Kids loved it (7, 10, 11).  The place is organized and professional.  Angel the host and Liz the dolphin were perfect.  We highly recommend.",a year ago,"It’s absolutely rewarding to know your kids had such a great time, there is nothing more important than our guest's satisfaction, so many thanks for sharing how amazing your adventure was!Angel and the rest of the team appreciate your kind words and look forward to next time!Best regards,",5
1504,11 months ago,Wonderful experience for our entire family! Our trainer Paola was amazing and she took extra time to make sure our 7yr old felt comfortable.,11 months ago,"We really appreciate your kind comments, Paola will be happy to receive your feedback.From all the Cabo Dolphins team we thank you for sharing your experience with other Adventurers!",5
1505,2 years ago,"Amazing whale watching tour! Kevin, Wilbur, Joe and Jacob were amazing. Very comfortable and safe boat, respectful of the whales (some tours go too close), wonderful service. I would highly recommend and can’t wait to come back and bring my kids",2 years ago,"Thank you for sharing your valuable feedback, we are delighted to read that your experience was beyond amazing, from the boat, the service as well as our staff that rendered above and beyond to create memorable moments.We hope to welcome you back soon!",5
1506,a month ago,"Had a great trip with Mike, wil, Adrian, Mia and Johnny!",,,5
1507,11 months ago,Great place to have your catch from your fishing charter cooked.  We had two Bonitas from fishing cooked and it was some of the best fish I had ever eaten.,11 months ago,From all the Cabo Adventures team we thank you for sharing your experience with other Adventurers!,5
1508,2 years ago,"You ride a camel, they invite you to eat, you walk along the sand where the turtles spawn, that does take money because the photos come out more than 2500 but it is very worth it","
2 years ago","Hi Cesar,

We greatly appreciate your feedback. We are very pleased that you enjoyed our camel tour as it is undoubtedly one of the most significant tours of Cabo Adventures.

The photo prices not only cover the care, maintenance and enrichment of our camel family, but also give us the opportunity to support the local community with creek and ocean cleanups, recycling and sustainability projects as well as programs educational and interactive for schools, foundations and local organizations.

If there is anything else we can help you with, please contact us at info@cabo-adventures.com.",5
1509,a year ago,"Really cool experiences! I did the Cabo Pulmo scuba diving tour and the Land’s end + Pelicans rock scuba diving tour, both great and well organized. Special thanks to Armando, Sylvia, José and Marcos!Modification: I’ve just learned that the dolphins at the center are NOT rescue ones. Therefore the center is marketing pro eco stuff that they don’t event respect.",a year ago,"We truly appreciate your review!It’s great to know you had such a wonderful experience with Cabo Adventures. On behalf of everyone in our team, thank you for your preference and see you soon!Sincerely,",2
